WIDTH,LENGTH,HIGHT,ORIENTATION,WINDOWS_RATIO,SKYLIGHT_RATIO,AREA,COURT_LENGTH,COURT_WIDTH,FORM_FACTOR,S/V_RATIO,COOLING_LOAD,HEATING_LOAD,TOTAL_LOAD
40,30,8,270,0.1,0.3,2400,8,18,1.4667,0.3667,45.51078158,1.42993188,46.94071346
30,40,8,0,0.1,0.3,2400,18,8,1.4667,0.3667,45.51045991,1.43064553,46.94110544
30,40,8,180,0.1,0.3,2400,18,8,1.4667,0.3667,45.51045991,1.43064553,46.94110544
30,50,12,90,0.3,0.2,4500,28,8,1.0933,0.2733,46.10548241,0.83570458,46.94118699
30,50,12,270,0.3,0.2,4500,28,8,1.0933,0.2733,46.10548241,0.83570458,46.94118699
50,60,8,225,0.3,0.2,6000,38,28,1.2933,0.3233,45.90896831,1.03241466,46.94138297
50,30,12,0,0.3,0.2,4500,8,28,1.0933,0.2733,46.1057577,0.83566727,46.94142497
50,30,12,180,0.3,0.2,4500,8,28,1.0933,0.2733,46.1057577,0.83566727,46.94142497
30,50,16,45,0.3,0.3,6000,28,8,0.9267,0.2317,46.08940564,0.85312688,46.94253253
50,30,16,45,0.3,0.3,6000,8,28,0.9267,0.2317,46.08493204,0.85787935,46.94281139
60,30,12,45,0.1,0.4,5400,8,38,1.0667,0.2667,45.68094733,1.26273726,46.94368458
50,50,12,315,0.4,0.1,7500,28,28,0.9867,0.2467,46.05243914,0.89154302,46.94398216
50,50,12,135,0.4,0.1,7500,28,28,0.9867,0.2467,46.052736,0.89140695,46.94414294
30,50,16,225,0.3,0.3,6000,28,8,0.9267,0.2317,46.09225673,0.85201895,46.94427568
50,30,16,315,0.3,0.3,6000,8,28,0.9267,0.2317,46.09655876,0.84825325,46.94481201
30,50,12,0,0.3,0.2,4500,28,8,1.0933,0.2733,46.03169918,0.91355531,46.94525449
30,50,12,180,0.3,0.2,4500,28,8,1.0933,0.2733,46.03169918,0.91355531,46.94525449
40,40,16,225,0.3,0.3,6400,18,18,0.9,0.225,46.09991032,0.8455193,46.94542962
30,50,16,0,0.3,0.2,6000,28,8,0.9267,0.2317,46.09494042,0.85097477,46.94591518
30,50,16,180,0.3,0.2,6000,28,8,0.9267,0.2317,46.09494042,0.85097477,46.94591518
50,30,12,90,0.3,0.2,4500,8,28,1.0933,0.2733,46.03234514,0.91357098,46.94591612
50,30,12,270,0.3,0.2,4500,8,28,1.0933,0.2733,46.03234514,0.91357098,46.94591612
50,30,16,90,0.3,0.2,6000,8,28,0.9267,0.2317,46.09545417,0.85053261,46.94598678
50,30,16,270,0.3,0.2,6000,8,28,0.9267,0.2317,46.09545417,0.85053261,46.94598678
50,50,12,45,0.4,0.1,7500,28,28,0.9867,0.2467,46.05670171,0.89111341,46.94781511
50,50,12,225,0.4,0.1,7500,28,28,0.9867,0.2467,46.05670171,0.89111341,46.94781511
60,50,8,135,0.3,0.2,6000,28,38,1.2933,0.3233,45.91916305,1.02906569,46.94822874
40,30,12,45,0.3,0.2,3600,8,18,1.1333,0.2833,45.99689219,0.95219318,46.94908537
50,60,8,315,0.3,0.2,6000,38,28,1.2933,0.3233,45.92081774,1.02992722,46.95074495
60,50,8,315,0.3,0.2,6000,28,38,1.2933,0.3233,45.92298313,1.02816665,46.95114978
30,40,12,135,0.3,0.2,3600,18,8,1.1333,0.2833,45.99917576,0.95225095,46.95142671
30,40,12,315,0.3,0.2,3600,18,8,1.1333,0.2833,45.99961668,0.9520162,46.95163289
40,30,12,135,0.3,0.2,3600,8,18,1.1333,0.2833,46.0036123,0.94837533,46.95198763
40,30,12,315,0.3,0.2,3600,8,18,1.1333,0.2833,46.0036123,0.94837533,46.95198763
30,50,16,90,0.3,0.2,6000,28,8,0.9267,0.2317,46.1808124,0.77123789,46.95205029
30,50,16,270,0.3,0.2,6000,28,8,0.9267,0.2317,46.1808124,0.77123789,46.95205029
50,30,16,0,0.3,0.2,6000,8,28,0.9267,0.2317,46.1810582,0.77119042,46.95224863
50,30,16,180,0.3,0.2,6000,8,28,0.9267,0.2317,46.1810582,0.77119042,46.95224863
30,60,12,90,0.1,0.4,5400,38,8,1.0667,0.2667,45.77568771,1.17681947,46.95250718
30,60,12,270,0.1,0.4,5400,38,8,1.0667,0.2667,45.77568771,1.17681947,46.95250718
30,40,12,225,0.3,0.2,3600,18,8,1.1333,0.2833,46.00512948,0.94740101,46.9525305
40,50,16,0,0.3,0.3,8000,28,18,0.86,0.215,46.15822141,0.79438871,46.95261013
40,50,16,180,0.3,0.3,8000,28,18,0.86,0.215,46.15822141,0.79438871,46.95261013
30,40,12,45,0.3,0.2,3600,18,8,1.1333,0.2833,46.00563109,0.94706479,46.95269588
50,40,16,90,0.3,0.3,8000,18,28,0.86,0.215,46.15888442,0.79425684,46.95314126
50,40,16,270,0.3,0.3,8000,18,28,0.86,0.215,46.15888442,0.79425684,46.95314126
60,50,8,45,0.3,0.2,6000,28,38,1.2933,0.3233,45.92420803,1.02902535,46.95323338
50,60,8,135,0.3,0.2,6000,38,28,1.2933,0.3233,45.92694426,1.02662945,46.95357371
60,30,12,0,0.1,0.4,5400,8,38,1.0667,0.2667,45.77908951,1.17507091,46.95416043
60,30,12,180,0.1,0.4,5400,8,38,1.0667,0.2667,45.77908951,1.17507091,46.95416043
40,30,12,225,0.3,0.2,3600,8,18,1.1333,0.2833,46.00502479,0.94997197,46.95499676
50,40,16,0,0.3,0.3,8000,18,28,0.86,0.215,46.19062153,0.76495786,46.95557939
50,40,16,180,0.3,0.3,8000,18,28,0.86,0.215,46.19062153,0.76495786,46.95557939
40,50,16,90,0.3,0.3,8000,28,18,0.86,0.215,46.1917578,0.76394953,46.95570732
40,50,16,270,0.3,0.3,8000,28,18,0.86,0.215,46.1917578,0.76394953,46.95570732
40,40,12,0,0.3,0.2,4800,18,18,1.0667,0.2667,46.07977402,0.87610636,46.95588038
40,40,12,180,0.3,0.2,4800,18,18,1.0667,0.2667,46.07977402,0.87610636,46.95588038
40,40,12,90,0.3,0.2,4800,18,18,1.0667,0.2667,46.0807732,0.87522785,46.95600105
40,40,12,270,0.3,0.2,4800,18,18,1.0667,0.2667,46.0807732,0.87522785,46.95600105
60,50,8,225,0.3,0.2,6000,28,38,1.2933,0.3233,45.92921293,1.02696349,46.95617642
60,60,8,135,0.3,0.2,7200,38,38,1.2667,0.3167,45.93547879,1.02593416,46.96141295
40,30,16,45,0.3,0.2,4800,8,18,0.9667,0.2417,46.07609806,0.88551792,46.96161598
60,60,8,225,0.3,0.2,7200,38,38,1.2667,0.3167,45.93614135,1.02554564,46.96168699
30,40,16,135,0.3,0.2,4800,18,8,0.9667,0.2417,46.07769946,0.8853538,46.96305326
30,40,16,315,0.3,0.2,4800,18,8,0.9667,0.2417,46.0779642,0.88518673,46.96315092
50,50,8,315,0.4,0.1,5000,28,28,1.32,0.33,45.93565718,1.02902116,46.96467834
40,30,16,225,0.3,0.2,4800,8,18,0.9667,0.2417,46.08169057,0.88383123,46.9655218
50,50,8,135,0.4,0.1,5000,28,28,1.32,0.33,45.93626142,1.0295325,46.96579391
40,30,16,135,0.3,0.2,4800,8,18,0.9667,0.2417,46.08473638,0.88136978,46.96610616
40,30,16,315,0.3,0.2,4800,8,18,0.9667,0.2417,46.08473638,0.88136978,46.96610616
30,40,16,225,0.3,0.2,4800,18,8,0.9667,0.2417,46.08575573,0.88061951,46.96637524
30,40,16,45,0.3,0.2,4800,18,8,0.9667,0.2417,46.08598808,0.88041368,46.96640176
60,60,8,315,0.3,0.2,7200,38,38,1.2667,0.3167,45.94113757,1.0257551,46.96689266
50,50,8,45,0.4,0.1,5000,28,28,1.32,0.33,45.94167265,1.02774029,46.96941293
50,50,8,225,0.4,0.1,5000,28,28,1.32,0.33,45.94167265,1.02774029,46.96941293
40,30,16,90,0.3,0.1,4800,8,18,0.9667,0.2417,46.11084611,0.85891183,46.96975794
40,30,16,270,0.3,0.1,4800,8,18,0.9667,0.2417,46.11084611,0.85891183,46.96975794
30,40,16,0,0.3,0.1,4800,18,8,0.9667,0.2417,46.11066933,0.85925464,46.96992398
30,40,16,180,0.3,0.1,4800,18,8,0.9667,0.2417,46.11066933,0.85925464,46.96992398
60,60,8,45,0.3,0.2,7200,38,38,1.2667,0.3167,45.9506854,1.01998978,46.97067518
30,30,16,0,0.2,0.4,3600,8,8,1.0333,0.2583,45.96809716,1.00408939,46.97218655
30,30,16,90,0.2,0.4,3600,8,8,1.0333,0.2583,45.96809716,1.00408939,46.97218655
30,30,16,180,0.2,0.4,3600,8,8,1.0333,0.2583,45.96809716,1.00408939,46.97218655
30,30,16,270,0.2,0.4,3600,8,8,1.0333,0.2583,45.96809716,1.00408939,46.97218655
30,40,16,90,0.3,0.1,4800,18,8,0.9667,0.2417,46.16385266,0.81244472,46.97629738
30,40,16,270,0.3,0.1,4800,18,8,0.9667,0.2417,46.16385266,0.81244472,46.97629738
40,30,16,0,0.3,0.1,4800,8,18,0.9667,0.2417,46.16393467,0.81245285,46.97638752
40,30,16,180,0.3,0.1,4800,8,18,0.9667,0.2417,46.16393467,0.81245285,46.97638752
30,30,8,0,0.3,0.1,1800,8,8,1.5333,0.3833,45.92211024,1.06150951,46.98361975
30,30,8,90,0.3,0.1,1800,8,8,1.5333,0.3833,45.92211024,1.06150951,46.98361975
30,30,8,180,0.3,0.1,1800,8,8,1.5333,0.3833,45.92211024,1.06150951,46.98361975
30,30,8,270,0.3,0.1,1800,8,8,1.5333,0.3833,45.92211024,1.06150951,46.98361975
60,40,16,90,0.4,0.1,9600,18,38,0.8333,0.2083,46.19713523,0.78678521,46.98392044
60,40,16,270,0.4,0.1,9600,18,38,0.8333,0.2083,46.19713523,0.78678521,46.98392044
40,60,16,0,0.4,0.1,9600,38,18,0.8333,0.2083,46.19776839,0.78706397,46.98483236
40,60,16,180,0.4,0.1,9600,38,18,0.8333,0.2083,46.19776839,0.78706397,46.98483236
50,50,16,90,0.4,0.1,10000,28,28,0.82,0.205,46.22305741,0.76409313,46.98715053
50,50,16,270,0.4,0.1,10000,28,28,0.82,0.205,46.22305741,0.76409313,46.98715053
40,60,8,90,0.4,0.1,4800,38,18,1.3333,0.3333,46.0467478,0.94059543,46.98734323
40,60,8,270,0.4,0.1,4800,38,18,1.3333,0.3333,46.0467478,0.94059543,46.98734323
50,50,16,0,0.4,0.1,10000,28,28,0.82,0.205,46.2228001,0.76552819,46.98832829
50,50,16,180,0.4,0.1,10000,28,28,0.82,0.205,46.2228001,0.76552819,46.98832829
60,40,12,90,0.4,0.1,7200,18,38,1,0.25,46.13636972,0.8528643,46.98923402
60,40,12,270,0.4,0.1,7200,18,38,1,0.25,46.13636972,0.8528643,46.98923402
60,60,16,90,0.4,0.2,14400,38,38,0.7667,0.1917,46.23365986,0.75563355,46.98929341
60,60,16,270,0.4,0.2,14400,38,38,0.7667,0.1917,46.23365986,0.75563355,46.98929341
60,60,16,0,0.4,0.2,14400,38,38,0.7667,0.1917,46.23299393,0.75648964,46.98948357
60,60,16,180,0.4,0.2,14400,38,38,0.7667,0.1917,46.23299393,0.75648964,46.98948357
60,40,8,0,0.4,0.1,4800,18,38,1.3333,0.3333,46.04602738,0.9440627,46.99009009
60,40,8,180,0.4,0.1,4800,18,38,1.3333,0.3333,46.04602738,0.9440627,46.99009009
40,60,12,0,0.4,0.1,7200,38,18,1,0.25,46.13720337,0.8532277,46.99043107
40,60,12,180,0.4,0.1,7200,38,18,1,0.25,46.13720337,0.8532277,46.99043107
60,40,8,90,0.4,0.1,4800,18,38,1.3333,0.3333,46.00078975,0.99240098,46.99319073
60,40,8,270,0.4,0.1,4800,18,38,1.3333,0.3333,46.00078975,0.99240098,46.99319073
40,60,8,0,0.4,0.1,4800,38,18,1.3333,0.3333,46.00203608,0.99289669,46.99493277
40,60,8,180,0.4,0.1,4800,38,18,1.3333,0.3333,46.00203608,0.99289669,46.99493277
50,60,8,90,0.3,0.2,6000,38,28,1.2933,0.3233,46.02974299,0.96694163,46.99668462
50,60,8,270,0.3,0.2,6000,38,28,1.2933,0.3233,46.02974299,0.96694163,46.99668462
60,50,8,0,0.3,0.2,6000,28,38,1.2933,0.3233,46.0292889,0.96749462,46.99678353
60,50,8,180,0.3,0.2,6000,28,38,1.2933,0.3233,46.0292889,0.96749462,46.99678353
30,30,12,45,0.2,0.4,2700,8,8,1.2,0.3,45.86014711,1.13873088,46.99887799
30,30,12,135,0.2,0.4,2700,8,8,1.2,0.3,45.86014711,1.13873088,46.99887799
40,60,12,90,0.4,0.1,7200,38,18,1,0.25,46.19562863,0.80347259,46.99910122
40,60,12,270,0.4,0.1,7200,38,18,1,0.25,46.19562863,0.80347259,46.99910122
60,40,12,0,0.4,0.1,7200,18,38,1,0.25,46.1943859,0.80501959,46.99940549
60,40,12,180,0.4,0.1,7200,18,38,1,0.25,46.1943859,0.80501959,46.99940549
30,50,16,0,0.3,0.3,6000,28,8,0.9267,0.2317,46.17562814,0.82392061,46.99954874
30,50,16,180,0.3,0.3,6000,28,8,0.9267,0.2317,46.17562814,0.82392061,46.99954874
40,60,16,90,0.4,0.1,9600,38,18,0.8333,0.2083,46.26411106,0.73643272,47.00054378
40,60,16,270,0.4,0.1,9600,38,18,0.8333,0.2083,46.26411106,0.73643272,47.00054378
50,30,16,90,0.3,0.3,6000,8,28,0.9267,0.2317,46.17471425,0.82586204,47.00057629
50,30,16,270,0.3,0.3,6000,8,28,0.9267,0.2317,46.17471425,0.82586204,47.00057629
60,40,16,0,0.4,0.1,9600,18,38,0.8333,0.2083,46.26334071,0.73751976,47.00086048
60,40,16,180,0.4,0.1,9600,18,38,0.8333,0.2083,46.26334071,0.73751976,47.00086048
50,50,12,90,0.4,0.1,7500,28,28,0.9867,0.2467,46.17145638,0.82975307,47.00120945
50,50,12,270,0.4,0.1,7500,28,28,0.9867,0.2467,46.17145638,0.82975307,47.00120945
60,50,8,90,0.3,0.2,6000,28,38,1.2933,0.3233,46.0193038,0.98300863,47.00231243
60,50,8,270,0.3,0.2,6000,28,38,1.2933,0.3233,46.0193038,0.98300863,47.00231243
50,50,12,0,0.4,0.1,7500,28,28,0.9867,0.2467,46.17266823,0.82985032,47.00251855
50,50,12,180,0.4,0.1,7500,28,28,0.9867,0.2467,46.17266823,0.82985032,47.00251855
50,60,8,0,0.3,0.2,6000,38,28,1.2933,0.3233,46.01919618,0.98369944,47.00289561
50,60,8,180,0.3,0.2,6000,38,28,1.2933,0.3233,46.01919618,0.98369944,47.00289561
30,60,12,0,0.1,0.4,5400,38,8,1.0667,0.2667,45.76315542,1.24074565,47.00390107
30,60,12,180,0.1,0.4,5400,38,8,1.0667,0.2667,45.76315542,1.24074565,47.00390107
50,30,8,135,0.1,0.2,3000,8,28,1.4267,0.3567,45.51463084,1.48974434,47.00437518
50,60,16,45,0.4,0.2,12000,38,28,0.7933,0.1983,46.21692816,0.78778499,47.00471315
40,40,16,0,0.3,0.3,6400,18,18,0.9,0.225,46.2231708,0.7821752,47.005346
40,40,16,180,0.3,0.3,6400,18,18,0.9,0.225,46.2231708,0.7821752,47.005346
60,30,12,90,0.1,0.4,5400,8,38,1.0667,0.2667,45.76676441,1.23858885,47.00535326
60,30,12,270,0.1,0.4,5400,8,38,1.0667,0.2667,45.76676441,1.23858885,47.00535326
40,40,16,90,0.3,0.3,6400,18,18,0.9,0.225,46.22436477,0.7814363,47.00580107
40,40,16,270,0.3,0.3,6400,18,18,0.9,0.225,46.22436477,0.7814363,47.00580107
50,60,16,225,0.4,0.2,12000,38,28,0.7933,0.1983,46.21939328,0.78668602,47.0060793
50,60,16,315,0.4,0.2,12000,38,28,0.7933,0.1983,46.22020935,0.78633533,47.00654468
30,40,16,315,0.3,0.3,4800,18,8,0.9667,0.2417,46.14196755,0.86482882,47.00679638
30,30,12,225,0.2,0.4,2700,8,8,1.2,0.3,45.87192747,1.13509002,47.00701749
30,30,12,315,0.2,0.4,2700,8,8,1.2,0.3,45.87192747,1.13509002,47.00701749
30,40,16,135,0.3,0.3,4800,18,8,0.9667,0.2417,46.14160996,0.86663073,47.00824069
60,50,16,45,0.4,0.2,12000,28,38,0.7933,0.1983,46.22307524,0.78587486,47.0089501
40,30,16,135,0.3,0.3,4800,8,18,0.9667,0.2417,46.14894962,0.86089466,47.00984428
50,60,16,135,0.4,0.2,12000,38,28,0.7933,0.1983,46.22533363,0.78458974,47.00992338
60,50,16,135,0.4,0.2,12000,28,38,0.7933,0.1983,46.22507382,0.78499083,47.01006465
60,50,16,315,0.4,0.2,12000,28,38,0.7933,0.1983,46.2253331,0.78486581,47.01019891
30,50,16,90,0.3,0.3,6000,28,8,0.9267,0.2317,46.26341151,0.74708886,47.01050038
30,50,16,270,0.3,0.3,6000,28,8,0.9267,0.2317,46.26341151,0.74708886,47.01050038
50,30,16,0,0.3,0.3,6000,8,28,0.9267,0.2317,46.2636591,0.74701244,47.01067154
50,30,16,180,0.3,0.3,6000,8,28,0.9267,0.2317,46.2636591,0.74701244,47.01067154
60,50,16,225,0.4,0.2,12000,28,38,0.7933,0.1983,46.2258288,0.78488821,47.010717
30,40,16,225,0.3,0.3,4800,18,8,0.9667,0.2417,46.1514249,0.85960837,47.01103327
40,30,16,45,0.3,0.3,4800,8,18,0.9667,0.2417,46.14911799,0.86203766,47.01115565
40,30,16,225,0.3,0.3,4800,8,18,0.9667,0.2417,46.14925612,0.86201684,47.01127296
60,60,8,90,0.3,0.2,7200,38,38,1.2667,0.3167,46.03872809,0.97267405,47.01140214
60,60,8,270,0.3,0.2,7200,38,38,1.2667,0.3167,46.03872809,0.97267405,47.01140214
60,60,8,0,0.3,0.2,7200,38,38,1.2667,0.3167,46.03874808,0.9730744,47.01182248
60,60,8,180,0.3,0.2,7200,38,38,1.2667,0.3167,46.03874808,0.9730744,47.01182248
30,50,8,45,0.1,0.2,3000,28,8,1.4267,0.3567,45.52479912,1.4870327,47.01183182
30,40,16,45,0.3,0.3,4800,18,8,0.9667,0.2417,46.15414985,0.85837218,47.01252203
40,30,16,315,0.3,0.3,4800,8,18,0.9667,0.2417,46.15463082,0.85810963,47.01274044
30,50,8,225,0.1,0.2,3000,28,8,1.4267,0.3567,45.52748886,1.48635952,47.01384838
30,30,12,45,0.3,0.1,2700,8,8,1.2,0.3,46.03349172,0.98183254,47.01532427
30,30,12,315,0.3,0.1,2700,8,8,1.2,0.3,46.03349172,0.98183254,47.01532427
50,30,8,315,0.1,0.2,3000,8,28,1.4267,0.3567,45.53127196,1.48442534,47.0156973
30,30,12,135,0.3,0.1,2700,8,8,1.2,0.3,46.03380433,0.98198014,47.01578447
30,30,12,225,0.3,0.1,2700,8,8,1.2,0.3,46.03380433,0.98198014,47.01578447
30,50,8,135,0.1,0.2,3000,28,8,1.4267,0.3567,45.51956634,1.49828131,47.01784764
50,50,8,90,0.4,0.1,5000,28,28,1.32,0.33,46.05285341,0.96543546,47.01828886
50,50,8,270,0.4,0.1,5000,28,28,1.32,0.33,46.05285341,0.96543546,47.01828886
30,40,12,90,0.3,0.2,3600,18,8,1.1333,0.2833,46.16503003,0.85369649,47.01872652
30,40,12,270,0.3,0.2,3600,18,8,1.1333,0.2833,46.16503003,0.85369649,47.01872652
30,40,12,0,0.3,0.2,3600,18,8,1.1333,0.2833,46.11760905,0.90129961,47.01890867
30,40,12,180,0.3,0.2,3600,18,8,1.1333,0.2833,46.11760905,0.90129961,47.01890867
40,30,12,0,0.3,0.2,3600,8,18,1.1333,0.2833,46.16526166,0.85371291,47.01897457
40,30,12,180,0.3,0.2,3600,8,18,1.1333,0.2833,46.16526166,0.85371291,47.01897457
40,30,12,90,0.3,0.2,3600,8,18,1.1333,0.2833,46.11848558,0.90067658,47.01916217
40,30,12,270,0.3,0.2,3600,8,18,1.1333,0.2833,46.11848558,0.90067658,47.01916217
50,50,8,0,0.4,0.1,5000,28,28,1.32,0.33,46.05408698,0.96650806,47.02059503
50,50,8,180,0.4,0.1,5000,28,28,1.32,0.33,46.05408698,0.96650806,47.02059503
30,50,8,315,0.1,0.2,3000,28,8,1.4267,0.3567,45.52567307,1.49605048,47.02172355
60,30,8,315,0.4,0.1,3600,8,38,1.4,0.35,46.02323794,1.00078398,47.02402192
60,30,8,135,0.4,0.1,3600,8,38,1.4,0.35,46.02351452,1.00109327,47.0246078
30,60,8,225,0.4,0.1,3600,38,8,1.4,0.35,46.02442983,1.00072276,47.0251526
60,30,8,225,0.4,0.1,3600,8,38,1.4,0.35,46.01734719,1.00899163,47.02633882
30,60,8,315,0.4,0.1,3600,38,8,1.4,0.35,46.01869459,1.00906621,47.0277608
60,30,8,45,0.4,0.1,3600,8,38,1.4,0.35,46.02159091,1.00765319,47.0292441
50,30,8,45,0.1,0.2,3000,8,28,1.4267,0.3567,45.53629911,1.49316554,47.02946466
50,30,8,225,0.1,0.2,3000,8,28,1.4267,0.3567,45.53629911,1.49316554,47.02946466
30,40,16,0,0.3,0.2,4800,18,8,0.9667,0.2417,46.19529917,0.83526026,47.03055942
30,40,16,180,0.3,0.2,4800,18,8,0.9667,0.2417,46.19529917,0.83526026,47.03055942
40,30,16,90,0.3,0.2,4800,8,18,0.9667,0.2417,46.19601049,0.834805,47.0308155
40,30,16,270,0.3,0.2,4800,8,18,0.9667,0.2417,46.19601049,0.834805,47.0308155
50,40,8,45,0.4,0.1,4000,18,28,1.36,0.34,46.02113193,1.0111823,47.03231423
40,50,8,45,0.4,0.1,4000,28,18,1.36,0.34,46.02575556,1.00751206,47.03326762
50,40,8,315,0.4,0.1,4000,18,28,1.36,0.34,46.02802942,1.00705539,47.03508481
50,40,8,135,0.4,0.1,4000,18,28,1.36,0.34,46.02901628,1.00611071,47.03512699
40,50,8,225,0.4,0.1,4000,28,18,1.36,0.34,46.02905201,1.00659014,47.03564214
40,50,8,135,0.4,0.1,4000,28,18,1.36,0.34,46.02668487,1.00995454,47.03663941
40,50,8,315,0.4,0.1,4000,28,18,1.36,0.34,46.0275887,1.00927393,47.03686263
30,40,16,90,0.3,0.2,4800,18,8,0.9667,0.2417,46.25024489,0.78755822,47.0378031
30,40,16,270,0.3,0.2,4800,18,8,0.9667,0.2417,46.25024489,0.78755822,47.0378031
40,30,16,0,0.3,0.2,4800,8,18,0.9667,0.2417,46.25036081,0.78757554,47.03793635
40,30,16,180,0.3,0.2,4800,8,18,0.9667,0.2417,46.25036081,0.78757554,47.03793635
50,40,8,225,0.4,0.1,4000,18,28,1.36,0.34,46.03004275,1.00828204,47.03832479
50,40,12,45,0.4,0.1,6000,18,28,1.0267,0.2567,46.1743125,0.8670193,47.0413318
40,50,12,135,0.4,0.1,6000,28,18,1.0267,0.2567,46.17818189,0.86629402,47.04447591
40,50,12,315,0.4,0.1,6000,28,18,1.0267,0.2567,46.17931184,0.86569246,47.0450043
50,40,16,45,0.4,0.1,8000,18,28,0.86,0.215,46.24743769,0.79823497,47.04567266
50,40,12,225,0.4,0.1,6000,18,28,1.0267,0.2567,46.18108214,0.86496039,47.04604252
40,50,12,45,0.4,0.1,6000,28,18,1.0267,0.2567,46.18448172,0.86309017,47.04757189
40,50,16,135,0.4,0.1,8000,28,18,0.86,0.215,46.2501866,0.79769877,47.04788537
50,40,12,315,0.4,0.1,6000,18,28,1.0267,0.2567,46.18617651,0.8619028,47.04807932
50,40,12,135,0.4,0.1,6000,18,28,1.0267,0.2567,46.18689879,0.86125613,47.04815492
40,50,16,315,0.4,0.1,8000,28,18,0.86,0.215,46.25096848,0.79726291,47.04823139
40,50,12,225,0.4,0.1,6000,28,18,1.0267,0.2567,46.18707254,0.86245704,47.04952958
50,40,16,225,0.4,0.1,8000,18,28,0.86,0.215,46.25164261,0.7982063,47.04984892
40,50,16,45,0.4,0.1,8000,28,18,0.86,0.215,46.25834455,0.79417114,47.05251569
50,40,16,315,0.4,0.1,8000,18,28,0.86,0.215,46.25952031,0.79342536,47.05294567
50,40,16,135,0.4,0.1,8000,18,28,0.86,0.215,46.25992978,0.79347852,47.0534083
40,50,16,225,0.4,0.1,8000,28,18,0.86,0.215,46.26003283,0.79370144,47.05373428
30,30,16,45,0.3,0.1,3600,8,8,1.0333,0.2583,46.14811643,0.9065229,47.05463933
30,30,16,315,0.3,0.1,3600,8,8,1.0333,0.2583,46.14811643,0.9065229,47.05463933
30,30,16,135,0.3,0.1,3600,8,8,1.0333,0.2583,46.14837985,0.90664532,47.05502517
30,30,16,225,0.3,0.1,3600,8,8,1.0333,0.2583,46.14837985,0.90664532,47.05502517
40,50,16,45,0.1,0.3,8000,28,18,0.86,0.215,45.84139478,1.21384568,47.05524046
30,50,8,90,0.1,0.2,3000,28,8,1.4267,0.3567,45.64284203,1.41332175,47.05616378
30,50,8,270,0.1,0.2,3000,28,8,1.4267,0.3567,45.64284203,1.41332175,47.05616378
60,60,12,135,0.4,0.2,10800,38,38,0.9333,0.2333,46.21402548,0.84248789,47.05651337
50,30,8,0,0.1,0.2,3000,8,28,1.4267,0.3567,45.64353911,1.41321025,47.05674936
50,30,8,180,0.1,0.2,3000,8,28,1.4267,0.3567,45.64353911,1.41321025,47.05674936
60,60,12,225,0.4,0.2,10800,38,38,0.9333,0.2333,46.21484813,0.84223899,47.05708712
60,60,12,315,0.4,0.2,10800,38,38,0.9333,0.2333,46.21481785,0.84300457,47.05782242
30,30,12,45,0.3,0.2,2700,8,8,1.2,0.3,46.10008867,0.96343929,47.06352797
30,30,12,225,0.3,0.2,2700,8,8,1.2,0.3,46.10008867,0.96343929,47.06352797
40,50,16,135,0.1,0.3,8000,28,18,0.86,0.215,45.8466062,1.21718011,47.0637863
60,60,12,45,0.4,0.2,10800,38,38,0.9333,0.2333,46.22548209,0.83861941,47.0641015
30,30,12,135,0.3,0.2,2700,8,8,1.2,0.3,46.10180071,0.96277025,47.06457096
30,30,12,315,0.3,0.2,2700,8,8,1.2,0.3,46.10180071,0.96277025,47.06457096
60,50,16,90,0.4,0.2,12000,28,38,0.7933,0.1983,46.32540274,0.74046129,47.06586403
60,50,16,270,0.4,0.2,12000,28,38,0.7933,0.1983,46.32540274,0.74046129,47.06586403
30,30,8,45,0.2,0.2,1800,8,8,1.5333,0.3833,45.74109652,1.32502901,47.06612553
30,30,8,225,0.2,0.2,1800,8,8,1.5333,0.3833,45.74109652,1.32502901,47.06612553
50,60,16,0,0.4,0.2,12000,38,28,0.7933,0.1983,46.32541857,0.741063,47.06648157
50,60,16,180,0.4,0.2,12000,38,28,0.7933,0.1983,46.32541857,0.741063,47.06648157
30,30,8,135,0.2,0.2,1800,8,8,1.5333,0.3833,45.74409978,1.32386847,47.06796826
30,30,8,315,0.2,0.2,1800,8,8,1.5333,0.3833,45.74409978,1.32386847,47.06796826
60,50,16,0,0.4,0.2,12000,28,38,0.7933,0.1983,46.34883876,0.72357176,47.07241053
60,50,16,180,0.4,0.2,12000,28,38,0.7933,0.1983,46.34883887,0.72357176,47.07241063
50,60,16,90,0.4,0.2,12000,38,28,0.7933,0.1983,46.35006674,0.72243253,47.07249927
50,60,16,270,0.4,0.2,12000,38,28,0.7933,0.1983,46.35006674,0.72243253,47.07249927
30,40,16,0,0.3,0.3,4800,18,8,0.9667,0.2417,46.25962622,0.81384044,47.07346666
30,40,16,180,0.3,0.3,4800,18,8,0.9667,0.2417,46.25962622,0.81384044,47.07346666
40,60,16,135,0.4,0.2,9600,38,18,0.8333,0.2083,46.30057883,0.77289327,47.0734721
40,30,16,90,0.3,0.3,4800,8,18,0.9667,0.2417,46.26043873,0.81340188,47.07384061
40,30,16,270,0.3,0.3,4800,8,18,0.9667,0.2417,46.26043873,0.81340188,47.07384061
40,60,16,315,0.4,0.2,9600,38,18,0.8333,0.2083,46.30249179,0.77237407,47.07486586
30,30,12,0,0.2,0.4,2700,8,8,1.2,0.3,46.01091715,1.06476985,47.07568701
