WIDTH,LENGTH,HIGHT,ORIENTATION,WINDOWS_RATIO,SKYLIGHT_RATIO,AREA,COURT_LENGTH,COURT_WIDTH,FORM_FACTOR,S/V_RATIO,COOLING_LOAD,HEATING_LOAD,TOTAL_LOAD
50,40,16,225,0.2,0.3,8000,18,28,0.86,0.215,45.38451649,1.0154663,46.39998278
50,40,12,0,0.2,0.2,6000,18,28,1.0267,0.2567,45.36825968,1.03268156,46.40094124
50,40,12,180,0.2,0.2,6000,18,28,1.0267,0.2567,45.36825968,1.03268156,46.40094124
50,40,16,135,0.2,0.3,8000,18,28,0.86,0.215,45.39044224,1.01090809,46.40135032
40,50,12,90,0.2,0.2,6000,28,18,1.0267,0.2567,45.37046221,1.03116518,46.40162739
40,50,12,270,0.2,0.2,6000,28,18,1.0267,0.2567,45.37046221,1.03116518,46.40162739
40,50,16,225,0.2,0.3,8000,28,18,0.86,0.215,45.39183462,1.00996094,46.40179556
30,30,8,0,0.1,0.4,1800,8,8,1.5333,0.3833,44.9454017,1.46050572,46.40590741
30,30,8,90,0.1,0.4,1800,8,8,1.5333,0.3833,44.9454017,1.46050572,46.40590741
30,30,8,180,0.1,0.4,1800,8,8,1.5333,0.3833,44.9454017,1.46050572,46.40590741
30,30,8,270,0.1,0.4,1800,8,8,1.5333,0.3833,44.9454017,1.46050572,46.40590741
60,60,12,315,0.3,0.1,10800,38,38,0.9333,0.2333,45.34114798,1.06652746,46.40767544
60,60,12,135,0.3,0.1,10800,38,38,0.9333,0.2333,45.34167173,1.06631087,46.4079826
60,60,12,225,0.3,0.1,10800,38,38,0.9333,0.2333,45.3427831,1.06708957,46.40987267
50,40,16,315,0.2,0.3,8000,18,28,0.86,0.215,45.40732645,1.00340283,46.41072927
60,60,12,45,0.3,0.1,10800,38,38,0.9333,0.2333,45.3443927,1.0664383,46.410831
30,40,12,90,0.2,0.2,3600,18,8,1.1333,0.2833,45.34910289,1.06180795,46.41091085
30,40,12,270,0.2,0.2,3600,18,8,1.1333,0.2833,45.34910289,1.06180795,46.41091085
40,30,12,0,0.2,0.2,3600,8,18,1.1333,0.2833,45.34933383,1.06182446,46.41115829
40,30,12,180,0.2,0.2,3600,8,18,1.1333,0.2833,45.34933383,1.06182446,46.41115829
50,60,12,90,0.2,0.2,9000,38,28,0.96,0.24,45.38770097,1.02434774,46.41204871
50,60,12,270,0.2,0.2,9000,38,28,0.96,0.24,45.38770097,1.02434774,46.41204871
60,50,12,0,0.2,0.2,9000,28,38,0.96,0.24,45.38619238,1.02588628,46.41207867
60,50,12,180,0.2,0.2,9000,28,38,0.96,0.24,45.38619238,1.02588628,46.41207867
40,50,12,0,0.2,0.2,6000,28,18,1.0267,0.2567,45.35452326,1.0590342,46.41355746
40,50,12,180,0.2,0.2,6000,28,18,1.0267,0.2567,45.35452326,1.0590342,46.41355746
40,50,16,315,0.2,0.3,8000,28,18,0.86,0.215,45.40855638,1.00655009,46.41510646
50,40,12,90,0.2,0.2,6000,18,28,1.0267,0.2567,45.35698587,1.05820076,46.41518662
50,40,12,270,0.2,0.2,6000,18,28,1.0267,0.2567,45.35698587,1.05820076,46.41518662
40,40,12,0,0.2,0.2,4800,18,18,1.0667,0.2667,45.35629601,1.05895449,46.41525049
40,40,12,180,0.2,0.2,4800,18,18,1.0667,0.2667,45.35629601,1.05895449,46.41525049
60,60,16,90,0.3,0.1,14400,38,38,0.7667,0.1917,45.46002657,0.95539637,46.41542294
60,60,16,270,0.3,0.1,14400,38,38,0.7667,0.1917,45.46002657,0.95539637,46.41542294
40,40,12,90,0.2,0.2,4800,18,18,1.0667,0.2667,45.35788905,1.05777628,46.41566532
40,40,12,270,0.2,0.2,4800,18,18,1.0667,0.2667,45.35788905,1.05777628,46.41566532
50,40,16,45,0.2,0.3,8000,18,28,0.86,0.215,45.40962171,1.00666086,46.41628257
60,40,16,0,0.2,0.3,9600,18,38,0.8333,0.2083,45.48327365,0.93341428,46.41668793
60,40,16,180,0.2,0.3,9600,18,38,0.8333,0.2083,45.48327365,0.93341428,46.41668793
40,60,16,90,0.2,0.3,9600,38,18,0.8333,0.2083,45.48562467,0.93156062,46.41718529
40,60,16,270,0.2,0.3,9600,38,18,0.8333,0.2083,45.48562467,0.93156062,46.41718529
60,60,16,0,0.3,0.1,14400,38,38,0.7667,0.1917,45.46125741,0.95609357,46.41735098
60,60,16,180,0.3,0.1,14400,38,38,0.7667,0.1917,45.46125741,0.95609357,46.41735098
40,40,16,45,0.2,0.3,6400,18,18,0.9,0.225,45.39076479,1.0284199,46.41918469
50,60,12,0,0.2,0.2,9000,38,28,0.96,0.24,45.37993445,1.04016128,46.42009572
50,60,12,180,0.2,0.2,9000,38,28,0.96,0.24,45.37993445,1.04016128,46.42009572
40,40,16,135,0.2,0.3,6400,18,18,0.9,0.225,45.39018709,1.03004581,46.42023291
40,40,16,315,0.2,0.3,6400,18,18,0.9,0.225,45.39018709,1.03004581,46.42023291
30,30,16,45,0.2,0.1,3600,8,8,1.0333,0.2583,45.2998761,1.12119368,46.42106978
30,30,16,315,0.2,0.1,3600,8,8,1.0333,0.2583,45.2998761,1.12119368,46.42106978
30,30,16,135,0.2,0.1,3600,8,8,1.0333,0.2583,45.29972822,1.12136705,46.42109528
30,30,16,225,0.2,0.1,3600,8,8,1.0333,0.2583,45.29972822,1.12136705,46.42109528
60,50,12,90,0.2,0.2,9000,28,38,0.96,0.24,45.38226472,1.04032614,46.42259087
60,50,12,270,0.2,0.2,9000,28,38,0.96,0.24,45.38226472,1.04032614,46.42259087
60,60,12,90,0.2,0.2,10800,38,38,0.9333,0.2333,45.39599041,1.02844147,46.42443188
60,60,12,270,0.2,0.2,10800,38,38,0.9333,0.2333,45.39599041,1.02844147,46.42443188
60,60,12,0,0.2,0.2,10800,38,38,0.9333,0.2333,45.39536179,1.02929563,46.42465742
60,60,12,180,0.2,0.2,10800,38,38,0.9333,0.2333,45.39536179,1.02929563,46.42465742
50,50,16,315,0.2,0.3,10000,28,28,0.82,0.205,45.4409009,0.98424901,46.42514992
30,30,12,45,0.2,0.2,2700,8,8,1.2,0.3,45.25081644,1.17565413,46.42647057
30,30,12,225,0.2,0.2,2700,8,8,1.2,0.3,45.25081644,1.17565413,46.42647057
50,50,16,45,0.2,0.3,10000,28,28,0.82,0.205,45.44238226,0.98452783,46.4269101
30,40,12,0,0.2,0.2,3600,18,8,1.1333,0.2833,45.32632852,1.10060822,46.42693674
30,40,12,180,0.2,0.2,3600,18,8,1.1333,0.2833,45.32632852,1.10060822,46.42693674
40,40,16,225,0.2,0.3,6400,18,18,0.9,0.225,45.40351558,1.0240689,46.42758448
30,30,12,135,0.2,0.2,2700,8,8,1.2,0.3,45.25279645,1.17484295,46.4276394
30,30,12,315,0.2,0.2,2700,8,8,1.2,0.3,45.25279645,1.17484295,46.4276394
40,30,12,90,0.2,0.2,3600,8,18,1.1333,0.2833,45.32710609,1.10067658,46.42778268
40,30,12,270,0.2,0.2,3600,8,18,1.1333,0.2833,45.32710609,1.10067658,46.42778268
50,50,12,90,0.2,0.2,7500,28,28,0.9867,0.2467,45.39575963,1.03208378,46.42784341
50,50,12,270,0.2,0.2,7500,28,28,0.9867,0.2467,45.39575963,1.03208378,46.42784341
50,50,12,0,0.2,0.2,7500,28,28,0.9867,0.2467,45.39539238,1.03328751,46.42867989
50,50,12,180,0.2,0.2,7500,28,28,0.9867,0.2467,45.39539238,1.03328751,46.42867989
40,30,16,135,0.2,0.3,4800,8,18,0.9667,0.2417,45.37189424,1.05918416,46.4310784
40,60,16,0,0.2,0.3,9600,38,18,0.8333,0.2083,45.45961744,0.9716571,46.43127454
40,60,16,180,0.2,0.3,9600,38,18,0.8333,0.2083,45.45961744,0.9716571,46.43127454
60,40,16,90,0.2,0.3,9600,18,38,0.8333,0.2083,45.45993407,0.971853,46.43178707
60,40,16,270,0.2,0.3,9600,18,38,0.8333,0.2083,45.45993407,0.971853,46.43178707
30,40,16,225,0.2,0.3,4800,18,8,0.9667,0.2417,45.37450918,1.05772379,46.43223298
30,40,16,90,0.2,0.2,4800,18,8,0.9667,0.2417,45.43711917,0.99614366,46.43326283
30,40,16,270,0.2,0.2,4800,18,8,0.9667,0.2417,45.43711917,0.99614366,46.43326283
40,30,16,0,0.2,0.2,4800,8,18,0.9667,0.2417,45.43724223,0.99615773,46.43339995
40,30,16,180,0.2,0.2,4800,8,18,0.9667,0.2417,45.43724223,0.99615773,46.43339995
40,30,16,315,0.2,0.3,4800,8,18,0.9667,0.2417,45.37852732,1.05588249,46.43440981
30,40,16,45,0.2,0.3,4800,18,8,0.9667,0.2417,45.37844711,1.05615977,46.43460688
30,30,12,0,0.2,0.1,2700,8,8,1.2,0.3,45.31089094,1.12379575,46.43468669
30,30,12,90,0.2,0.1,2700,8,8,1.2,0.3,45.31089094,1.12379575,46.43468669
30,30,12,180,0.2,0.1,2700,8,8,1.2,0.3,45.31089094,1.12379575,46.43468669
30,30,12,270,0.2,0.1,2700,8,8,1.2,0.3,45.31089094,1.12379575,46.43468669
30,40,16,315,0.2,0.3,4800,18,8,0.9667,0.2417,45.37182797,1.06389083,46.4357188
30,40,16,135,0.2,0.3,4800,18,8,0.9667,0.2417,45.37327011,1.06261491,46.43588503
30,50,16,90,0.2,0.3,6000,28,8,0.9267,0.2317,45.49114475,0.94692407,46.43806881
30,50,16,270,0.2,0.3,6000,28,8,0.9267,0.2317,45.49114475,0.94692407,46.43806881
50,30,16,0,0.2,0.3,6000,8,28,0.9267,0.2317,45.49140489,0.9468299,46.43823479
50,30,16,180,0.2,0.3,6000,8,28,0.9267,0.2317,45.49140489,0.9468299,46.43823479
40,30,16,45,0.2,0.3,4800,8,18,0.9667,0.2417,45.38139472,1.05974059,46.44113531
40,30,16,225,0.2,0.3,4800,8,18,0.9667,0.2417,45.38158092,1.05972591,46.44130683
30,40,16,0,0.2,0.2,4800,18,8,0.9667,0.2417,45.41274226,1.03706896,46.44981122
30,40,16,180,0.2,0.2,4800,18,8,0.9667,0.2417,45.41274226,1.03706896,46.44981122
40,30,16,90,0.2,0.2,4800,8,18,0.9667,0.2417,45.41331514,1.03656485,46.44987999
40,30,16,270,0.2,0.2,4800,8,18,0.9667,0.2417,45.41331514,1.03656485,46.44987999
60,50,16,45,0.3,0.1,12000,28,38,0.7933,0.1983,45.46609485,0.98545159,46.45154644
50,60,16,225,0.3,0.1,12000,38,28,0.7933,0.1983,45.47343482,0.98141158,46.4548464
60,50,16,315,0.3,0.1,12000,28,38,0.7933,0.1983,45.47370817,0.98113911,46.45484727
60,50,16,135,0.3,0.1,12000,28,38,0.7933,0.1983,45.47322683,0.98188475,46.45511158
50,60,16,315,0.3,0.1,12000,38,28,0.7933,0.1983,45.4704158,0.98470186,46.45511766
50,60,16,45,0.3,0.1,12000,38,28,0.7933,0.1983,45.47475542,0.9809087,46.45566413
50,60,16,135,0.3,0.1,12000,38,28,0.7933,0.1983,45.47158869,0.98410202,46.45569071
60,50,16,225,0.3,0.1,12000,28,38,0.7933,0.1983,45.47113107,0.98465652,46.45578759
60,60,12,0,0.3,0.1,10800,38,38,0.9333,0.2333,45.44325397,1.01433378,46.45758774
60,60,12,180,0.3,0.1,10800,38,38,0.9333,0.2333,45.44325397,1.01433378,46.45758774
60,60,12,90,0.3,0.1,10800,38,38,0.9333,0.2333,45.44301257,1.01487474,46.45788731
60,60,12,270,0.3,0.1,10800,38,38,0.9333,0.2333,45.44301257,1.01487474,46.45788731
40,30,12,135,0.1,0.3,3600,8,18,1.1333,0.2833,45.09985351,1.3610687,46.46092221
30,50,16,0,0.2,0.3,6000,28,8,0.9267,0.2317,45.44806901,1.01338119,46.46145021
30,50,16,180,0.2,0.3,6000,28,8,0.9267,0.2317,45.44806901,1.01338119,46.46145021
50,30,16,90,0.2,0.3,6000,8,28,0.9267,0.2317,45.44903434,1.01281108,46.46184542
50,30,16,270,0.2,0.3,6000,8,28,0.9267,0.2317,45.44903434,1.01281108,46.46184542
30,40,12,225,0.1,0.3,3600,18,8,1.1333,0.2833,45.10432134,1.35900854,46.46332988
50,40,16,0,0.2,0.3,8000,18,28,0.86,0.215,45.52390936,0.93947314,46.4633825
50,40,16,180,0.2,0.3,8000,18,28,0.86,0.215,45.52390936,0.93947314,46.4633825
40,50,16,90,0.2,0.3,8000,28,18,0.86,0.215,45.52554417,0.93832125,46.46386543
40,50,16,270,0.2,0.3,8000,28,18,0.86,0.215,45.52554417,0.93832125,46.46386543
30,40,12,315,0.1,0.3,3600,18,8,1.1333,0.2833,45.09980931,1.36635068,46.46615998
30,40,12,135,0.1,0.3,3600,18,8,1.1333,0.2833,45.10080495,1.36556019,46.46636514
30,50,16,135,0.1,0.4,6000,28,8,0.9267,0.2317,45.20704658,1.26021752,46.4672641
40,30,12,315,0.1,0.3,3600,8,18,1.1333,0.2833,45.11175215,1.35637945,46.4681316
30,50,16,225,0.1,0.4,6000,28,8,0.9267,0.2317,45.22760589,1.24070427,46.46831016
30,30,16,45,0.2,0.2,3600,8,8,1.0333,0.2583,45.36296815,1.10539685,46.468365
30,30,16,225,0.2,0.2,3600,8,8,1.0333,0.2583,45.36296815,1.10539685,46.468365
30,30,16,135,0.2,0.2,3600,8,8,1.0333,0.2583,45.36432094,1.10479524,46.46911618
30,30,16,315,0.2,0.2,3600,8,8,1.0333,0.2583,45.36432094,1.10479524,46.46911618
30,50,16,45,0.1,0.4,6000,28,8,0.9267,0.2317,45.22949963,1.2401792,46.46967884
50,40,16,90,0.2,0.3,8000,18,28,0.86,0.215,45.5082934,0.96356795,46.47186135
50,40,16,270,0.2,0.3,8000,18,28,0.86,0.215,45.5082934,0.96356795,46.47186135
40,50,16,0,0.2,0.3,8000,28,18,0.86,0.215,45.5077074,0.9644105,46.4721179
40,50,16,180,0.2,0.3,8000,28,18,0.86,0.215,45.5077074,0.9644105,46.4721179
50,30,16,135,0.1,0.4,6000,8,28,0.9267,0.2317,45.23546516,1.2377719,46.47323706
50,30,16,315,0.1,0.4,6000,8,28,0.9267,0.2317,45.23546516,1.2377719,46.47323706
50,50,16,90,0.2,0.3,10000,28,28,0.82,0.205,45.53715054,0.93624804,46.47339858
50,50,16,270,0.2,0.3,10000,28,28,0.82,0.205,45.53715054,0.93624804,46.47339858
50,50,16,0,0.2,0.3,10000,28,28,0.82,0.205,45.53612077,0.93766315,46.47378391
50,50,16,180,0.2,0.3,10000,28,28,0.82,0.205,45.53612077,0.93766315,46.47378391
40,30,12,45,0.1,0.3,3600,8,18,1.1333,0.2833,45.11546527,1.36124692,46.47671219
30,30,12,45,0.2,0.3,2700,8,8,1.2,0.3,45.31871022,1.15814297,46.4768532
40,30,12,225,0.1,0.3,3600,8,18,1.1333,0.2833,45.11571391,1.3612251,46.47693902
30,50,16,315,0.1,0.4,6000,28,8,0.9267,0.2317,45.22199447,1.25623309,46.47822756
60,50,12,45,0.3,0.1,9000,28,38,0.96,0.24,45.43302813,1.04862005,46.48164818
30,30,12,135,0.2,0.3,2700,8,8,1.2,0.3,45.32576402,1.15616918,46.48193321
30,30,12,225,0.2,0.3,2700,8,8,1.2,0.3,45.32576402,1.15616918,46.48193321
30,30,12,315,0.2,0.3,2700,8,8,1.2,0.3,45.32576402,1.15616918,46.48193321
60,60,8,315,0.3,0.1,7200,38,38,1.2667,0.3167,45.29162659,1.19059122,46.48221781
40,40,16,90,0.2,0.3,6400,18,18,0.9,0.225,45.52053118,0.96185783,46.48238901
40,40,16,270,0.2,0.3,6400,18,18,0.9,0.225,45.52053118,0.96185783,46.48238901
60,60,8,135,0.3,0.1,7200,38,38,1.2667,0.3167,45.29212548,1.19036713,46.4824926
60,60,8,225,0.3,0.1,7200,38,38,1.2667,0.3167,45.29324943,1.19010296,46.48335239
40,40,16,0,0.2,0.3,6400,18,18,0.9,0.225,45.51721292,0.96629816,46.48351107
40,40,16,180,0.2,0.3,6400,18,18,0.9,0.225,45.51721292,0.96629816,46.48351107
60,60,8,45,0.3,0.1,7200,38,38,1.2667,0.3167,45.29558784,1.18916046,46.4847483
50,60,12,315,0.3,0.1,9000,38,28,0.96,0.24,45.43942783,1.04647747,46.4859053
60,50,12,315,0.3,0.1,9000,28,38,0.96,0.24,45.4428697,1.04355951,46.48642921
50,60,12,135,0.3,0.1,9000,38,28,0.96,0.24,45.4409993,1.0457045,46.4867038
60,50,12,225,0.3,0.1,9000,28,38,0.96,0.24,45.44038738,1.04635011,46.4867375
60,50,12,135,0.3,0.1,9000,28,38,0.96,0.24,45.44225569,1.0445531,46.48680879
50,60,12,225,0.3,0.1,9000,38,28,0.96,0.24,45.4424136,1.04475816,46.48717176
50,60,12,45,0.3,0.1,9000,38,28,0.96,0.24,45.44422891,1.04408287,46.48831179
50,30,16,45,0.1,0.4,6000,8,28,0.9267,0.2317,45.24170746,1.24679734,46.4885048
50,30,16,225,0.1,0.4,6000,8,28,0.9267,0.2317,45.24170746,1.24679734,46.4885048
30,40,16,90,0.2,0.3,4800,18,8,0.9667,0.2417,45.52092271,0.97268025,46.49360295
30,40,16,270,0.2,0.3,4800,18,8,0.9667,0.2417,45.52092271,0.97268025,46.49360295
40,30,16,0,0.2,0.3,4800,8,18,0.9667,0.2417,45.52094563,0.97279692,46.49374255
40,30,16,180,0.2,0.3,4800,8,18,0.9667,0.2417,45.52094563,0.97279692,46.49374255
30,30,16,0,0.2,0.1,3600,8,8,1.0333,0.2583,45.44611059,1.04906372,46.49517432
30,30,16,90,0.2,0.1,3600,8,8,1.0333,0.2583,45.44611059,1.04906372,46.49517432
30,30,16,180,0.2,0.1,3600,8,8,1.0333,0.2583,45.44611059,1.04906372,46.49517432
30,30,16,270,0.2,0.1,3600,8,8,1.0333,0.2583,45.44611059,1.04906372,46.49517432
30,30,12,0,0.2,0.2,2700,8,8,1.2,0.3,45.39442821,1.10339788,46.49782609
30,30,12,90,0.2,0.2,2700,8,8,1.2,0.3,45.39442821,1.10339788,46.49782609
30,30,12,180,0.2,0.2,2700,8,8,1.2,0.3,45.39442821,1.10339788,46.49782609
30,30,12,270,0.2,0.2,2700,8,8,1.2,0.3,45.39442821,1.10339788,46.49782609
30,30,16,45,0.2,0.3,3600,8,8,1.0333,0.2583,45.41254024,1.09114103,46.50368127
50,60,16,90,0.3,0.1,12000,38,28,0.7933,0.1983,45.58616427,0.91855757,46.50472184
50,60,16,270,0.3,0.1,12000,38,28,0.7933,0.1983,45.58616427,0.91855757,46.50472184
60,50,16,0,0.3,0.1,12000,28,38,0.7933,0.1983,45.58632467,0.91935531,46.50567998
60,50,16,180,0.3,0.1,12000,28,38,0.7933,0.1983,45.58632467,0.91935531,46.50567998
30,30,16,135,0.2,0.3,3600,8,8,1.0333,0.2583,45.41757407,1.08964865,46.50722272
30,30,16,225,0.2,0.3,3600,8,8,1.0333,0.2583,45.41757407,1.08964865,46.50722272
30,30,16,315,0.2,0.3,3600,8,8,1.0333,0.2583,45.41757407,1.08964865,46.50722272
30,40,16,0,0.2,0.3,4800,18,8,0.9667,0.2417,45.49474678,1.01434373,46.50909051
30,40,16,180,0.2,0.3,4800,18,8,0.9667,0.2417,45.49474678,1.01434373,46.50909051
40,30,16,90,0.2,0.3,4800,8,18,0.9667,0.2417,45.49534854,1.01380876,46.50915731
40,30,16,270,0.2,0.3,4800,8,18,0.9667,0.2417,45.49534854,1.01380876,46.50915731
60,50,16,90,0.3,0.1,12000,28,38,0.7933,0.1983,45.57327713,0.93624127,46.5095184
60,50,16,270,0.3,0.1,12000,28,38,0.7933,0.1983,45.57327713,0.93624127,46.5095184
50,60,16,0,0.3,0.1,12000,38,28,0.7933,0.1983,45.57387569,0.93661616,46.51049185
50,60,16,180,0.3,0.1,12000,38,28,0.7933,0.1983,45.57387569,0.93661616,46.51049185
30,50,16,90,0.1,0.4,6000,28,8,0.9267,0.2317,45.34987006,1.16122514,46.51109521
30,50,16,270,0.1,0.4,6000,28,8,0.9267,0.2317,45.34987006,1.16122514,46.51109521
50,30,16,0,0.1,0.4,6000,8,28,0.9267,0.2317,45.34996792,1.16189652,46.51186444
50,30,16,180,0.1,0.4,6000,8,28,0.9267,0.2317,45.34996792,1.16189652,46.51186444
40,30,12,0,0.1,0.3,3600,8,18,1.1333,0.2833,45.22690528,1.28697973,46.51388502
40,30,12,180,0.1,0.3,3600,8,18,1.1333,0.2833,45.22690528,1.28697973,46.51388502
50,60,8,225,0.3,0.1,6000,38,28,1.2933,0.3233,45.34564152,1.17443373,46.52007525
60,50,8,315,0.3,0.1,6000,28,38,1.2933,0.3233,45.3467922,1.17377178,46.52056398
60,50,8,135,0.3,0.1,6000,28,38,1.2933,0.3233,45.34658618,1.17473763,46.52132381
60,50,8,45,0.3,0.1,6000,28,38,1.2933,0.3233,45.34189403,1.17965061,46.52154464
50,60,8,135,0.3,0.1,6000,38,28,1.2933,0.3233,45.34568252,1.1761712,46.52185371
50,60,8,45,0.3,0.1,6000,38,28,1.2933,0.3233,45.34870494,1.17344004,46.52214498
50,60,8,315,0.3,0.1,6000,38,28,1.2933,0.3233,45.34600104,1.17725503,46.52325607
60,50,8,225,0.3,0.1,6000,28,38,1.2933,0.3233,45.34763358,1.17713238,46.52476596
60,60,8,90,0.3,0.1,7200,38,38,1.2667,0.3167,45.38668731,1.13877697,46.52546428
60,60,8,270,0.3,0.1,7200,38,38,1.2667,0.3167,45.38668731,1.13877697,46.52546428
60,60,8,0,0.3,0.1,7200,38,38,1.2667,0.3167,45.38720865,1.13888283,46.52609148
60,60,8,180,0.3,0.1,7200,38,38,1.2667,0.3167,45.38720865,1.13888283,46.52609148
60,40,8,315,0.3,0.1,4800,18,38,1.3333,0.3333,45.36276834,1.1668032,46.52957153
40,60,8,45,0.3,0.1,4800,38,18,1.3333,0.3333,45.36514527,1.16535748,46.53050275
60,40,8,135,0.3,0.1,4800,18,38,1.3333,0.3333,45.36604891,1.16468407,46.53073298
40,60,8,225,0.3,0.1,4800,38,18,1.3333,0.3333,45.36744831,1.16427532,46.53172364
50,60,12,90,0.3,0.1,9000,38,28,0.96,0.24,45.55035747,0.98160992,46.53196739
50,60,12,270,0.3,0.1,9000,38,28,0.96,0.24,45.55035747,0.98160992,46.53196739
40,60,8,315,0.3,0.1,4800,38,18,1.3333,0.3333,45.3622546,1.17107181,46.5333264
40,60,8,135,0.3,0.1,4800,38,18,1.3333,0.3333,45.36227744,1.17106502,46.53334246
60,50,12,0,0.3,0.1,9000,28,38,0.96,0.24,45.55070761,0.98270464,46.53341225
60,50,12,180,0.3,0.1,9000,28,38,0.96,0.24,45.55070761,0.98270464,46.53341225
60,40,8,225,0.3,0.1,4800,18,38,1.3333,0.3333,45.36637033,1.16997875,46.53634907
60,40,8,45,0.3,0.1,4800,18,38,1.3333,0.3333,45.36814553,1.1692059,46.53735143
60,50,12,90,0.3,0.1,9000,28,38,0.96,0.24,45.53938891,0.99879772,46.53818663
60,50,12,270,0.3,0.1,9000,28,38,0.96,0.24,45.53938891,0.99879772,46.53818663
50,60,8,45,0.2,0.2,6000,38,28,1.2933,0.3233,45.37222526,1.16606034,46.53828561
50,60,8,225,0.2,0.2,6000,38,28,1.2933,0.3233,45.37456449,1.16423396,46.53879844
50,60,12,0,0.3,0.1,9000,38,28,0.96,0.24,45.5401595,0.99931174,46.53947123
50,60,12,180,0.3,0.1,9000,38,28,0.96,0.24,45.5401595,0.99931174,46.53947123
40,30,12,90,0.1,0.3,3600,8,18,1.1333,0.2833,45.22431856,1.3161275,46.54044606
40,30,12,270,0.1,0.3,3600,8,18,1.1333,0.2833,45.22431856,1.3161275,46.54044606
30,30,16,0,0.2,0.2,3600,8,8,1.0333,0.2583,45.5073476,1.03393901,46.54128661
30,30,16,90,0.2,0.2,3600,8,8,1.0333,0.2583,45.5073476,1.03393901,46.54128661
30,30,16,180,0.2,0.2,3600,8,8,1.0333,0.2583,45.5073476,1.03393901,46.54128661
30,30,16,270,0.2,0.2,3600,8,8,1.0333,0.2583,45.5073476,1.03393901,46.54128661
40,30,12,45,0.1,0.4,3600,8,18,1.1333,0.2833,45.2008331,1.34052195,46.54135504
40,30,12,135,0.1,0.4,3600,8,18,1.1333,0.2833,45.20876222,1.33354403,46.54230625
60,40,16,315,0.3,0.1,9600,18,38,0.8333,0.2083,45.58373743,0.95885168,46.54258911
60,40,12,315,0.3,0.1,7200,18,38,1,0.25,45.51621009,1.026566,46.5427761
60,30,16,315,0.1,0.4,7200,8,38,0.9,0.225,45.30984544,1.23319597,46.54304141
40,60,16,315,0.3,0.1,9600,38,18,0.8333,0.2083,45.57862686,0.96448708,46.54311395
40,60,16,135,0.3,0.1,9600,38,18,0.8333,0.2083,45.57864737,0.96448245,46.54312982
60,40,16,135,0.3,0.1,9600,18,38,0.8333,0.2083,45.58612434,0.95765212,46.54377646
40,60,16,45,0.3,0.1,9600,38,18,0.8333,0.2083,45.58599991,0.95793782,46.54393772
60,40,16,225,0.3,0.1,9600,18,38,0.8333,0.2083,45.58017242,0.96385938,46.54403181
60,40,12,135,0.3,0.1,7200,18,38,1,0.25,45.51909211,1.0249799,46.54407201
40,60,12,45,0.3,0.1,7200,38,18,1,0.25,45.51885086,1.02534725,46.54419811
40,60,16,225,0.3,0.1,9600,38,18,0.8333,0.2083,45.58705961,0.95737902,46.54443863
60,40,16,45,0.3,0.1,9600,18,38,0.8333,0.2083,45.58103795,0.96346978,46.54450772
40,60,12,225,0.3,0.1,7200,38,18,1,0.25,45.5203317,1.02462726,46.54495896
40,60,12,315,0.3,0.1,7200,38,18,1,0.25,45.5138839,1.03209794,46.54598185
40,60,12,135,0.3,0.1,7200,38,18,1,0.25,45.51403843,1.03209196,46.54613039
60,50,8,135,0.2,0.2,6000,28,38,1.2933,0.3233,45.38587674,1.1605369,46.54641363
60,40,12,225,0.3,0.1,7200,18,38,1,0.25,45.51593058,1.03122915,46.54715973
60,40,12,45,0.3,0.1,7200,18,38,1,0.25,45.51712727,1.03070867,46.54783594
30,40,12,45,0.1,0.4,3600,18,8,1.1333,0.2833,45.22262003,1.32576671,46.54838673
30,40,12,225,0.1,0.4,3600,18,8,1.1333,0.2833,45.22273866,1.32612129,46.54885994
30,30,12,0,0.2,0.3,2700,8,8,1.2,0.3,45.4648997,1.08462228,46.54952198
30,30,12,90,0.2,0.3,2700,8,8,1.2,0.3,45.4648997,1.08462228,46.54952198
30,30,12,180,0.2,0.3,2700,8,8,1.2,0.3,45.4648997,1.08462228,46.54952198
30,30,12,270,0.2,0.3,2700,8,8,1.2,0.3,45.4648997,1.08462228,46.54952198
50,60,8,315,0.2,0.2,6000,38,28,1.2933,0.3233,45.38739213,1.16239418,46.54978631
60,50,8,315,0.2,0.2,6000,28,38,1.2933,0.3233,45.38983606,1.16000411,46.54984018
30,60,16,225,0.1,0.4,7200,38,8,0.9,0.225,45.32299736,1.22704896,46.55004633
60,30,8,315,0.3,0.1,3600,8,38,1.4,0.35,45.39825682,1.15179591,46.55005273
60,30,8,135,0.3,0.1,3600,8,38,1.4,0.35,45.39853055,1.1521808,46.55071135
30,60,8,225,0.3,0.1,3600,38,8,1.4,0.35,45.39959142,1.15171722,46.55130864
50,50,16,315,0.3,0.1,10000,28,28,0.82,0.205,45.59379492,0.95804065,46.55183557
50,50,16,135,0.3,0.1,10000,28,28,0.82,0.205,45.59405495,0.95825779,46.55231274
60,30,16,225,0.1,0.4,7200,8,38,0.9,0.225,45.30746177,1.24550049,46.55296226
60,50,8,45,0.2,0.2,6000,28,38,1.2933,0.3233,45.39158549,1.16220904,46.55379453
30,50,16,0,0.1,0.4,6000,28,8,0.9267,0.2317,45.33727592,1.21656111,46.55383703
30,50,16,180,0.1,0.4,6000,28,8,0.9267,0.2317,45.33727592,1.21656111,46.55383703
